unique_id,team_name,position,value,pred_Naive,pred_LGBMRegressor_no_exog,pred_LGBMRegressor_with_exog,pred_LSTMWithReLU,pred_season,picked_Naive,captain_Naive,first_xi_Naive,season,picked_time,picked_LGBMRegressor_no_exog,captain_LGBMRegressor_no_exog,first_xi_LGBMRegressor_no_exog,picked_LGBMRegressor_with_exog,captain_LGBMRegressor_with_exog,first_xi_LGBMRegressor_with_exog,picked_LSTMWithReLU,captain_LSTMWithReLU,first_xi_LSTMWithReLU
Conor Bradley,Liverpool,DEF,50.0,1.0,3.097313306118419,2.5364666245178378,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Conor Chaplin,Ipswich,MID,55.0,1.0,2.3303344430148796,2.6412573651849187,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Conor Coady,Leicester,DEF,40.0,0.0,0.33358705975262,0.9065277892854537,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Conor Gallagher,Chelsea,MID,59.0,0.0,1.6241758639404529,2.6592745670748785,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Conor Townsend,Ipswich,DEF,40.0,0.0,0.33358705975262,0.9065277892854537,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Corrie Ndaba,Ipswich,DEF,40.0,0.0,0.33358705975262,0.9065277892854537,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Craig Dawson,Wolves,DEF,45.0,1.0,1.9788675071307138,1.778062078840747,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Crysencio Summerville,West Ham,MID,60.0,0.0,1.0621625833065385,1.173861561829671,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Curtis Jones,Liverpool,MID,55.0,0.0,1.076758712274272,1.0388819808200633,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Daichi Kamada,Crystal Palace,MID,55.0,1.0,1.8488002665997638,2.076878666307393,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dan Burn,Newcastle,DEF,45.0,1.0,2.570368528650648,2.605781640826634,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dane Scarlett,Tottenham,FWD,45.0,0.0,0.5042982406187234,0.45786972138748877,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dango Ouattara,Bournemouth,MID,50.0,1.0,2.2974895437356957,2.1664653056164007,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Daniel Bentley,Wolves,GK,40.0,0.0,0.471014218695298,0.522344035187714,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Daniel Castelo Podence,Wolves,MID,55.0,1.0,0.7832286134490123,0.8168969384874945,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Daniel Iversen,Leicester,GK,40.0,0.0,0.33358705975262,0.8804510510332925,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Daniel Jebbison,Bournemouth,FWD,45.0,1.0,1.8488002665997638,1.8340416887500353,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Daniel Muñoz,Crystal Palace,DEF,50.0,1.0,3.3214284990444165,2.573837744388881,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Danilo dos Santos de Oliveira,Nottingham,MID,49.0,0.0,2.3245939622093466,1.7066291951250094,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Danny Ings,West Ham,FWD,50.0,0.0,1.1928540701242396,1.523933412127195,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Danny Ward,Leicester,GK,40.0,0.0,0.33358705975262,0.8804510510332925,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Darwin Núñez Ribeiro,Liverpool,FWD,74.0,1.0,2.401805113548634,2.655702788318589,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
David Brooks,Bournemouth,MID,50.0,0.0,0.5080432397134007,0.4457947949195273,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
David Datro Fofana,Chelsea,FWD,55.0,0.0,0.3192268438666069,0.4314660415971025,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
David Ozoh,Crystal Palace,MID,45.0,0.0,0.5379877633968764,0.41495661599740236,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dean Henderson,Crystal Palace,GK,45.0,1.0,2.7379127867207234,2.425137776198599,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dean Huijsen,Bournemouth,DEF,45.0,0.0,1.72319096491782,1.8975936572624452,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Declan Rice,Arsenal,MID,65.0,2.0,4.42689778601724,6.746285383837901,3.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,1.0,0,1.0,0.0,0,
Deivid Washington de Souza Eugênio,Chelsea,FWD,50.0,0.0,0.3176594332797127,0.43187070227118524,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dejan Kulusevski,Tottenham,MID,65.0,6.0,3.5777094638893114,3.39673155902583,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Deniz Undav,Brighton,FWD,55.0,0.0,0.3192268438666069,0.33880387945058227,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Destiny Udogie,Tottenham,DEF,50.0,6.0,2.580784220959566,2.9117037058944057,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Diego Carlos Santos Silva,Aston Villa,DEF,45.0,0.0,0.9359936523013733,1.0901968243128557,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Diogo Dalot Teixeira,Manchester Utd,DEF,50.0,1.0,3.011704939130776,2.802695813929282,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Diogo Teixeira da Silva,Liverpool,MID,76.0,6.0,2.9344140504868337,3.1300080658590916,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Djed Spence,Tottenham,DEF,45.0,1.0,0.7832286134490123,1.205684921456941,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dominic Calvert-Lewin,Everton,FWD,60.0,2.0,3.140813197955526,2.9997330829563547,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dominic Solanke-Mitchell,Tottenham,FWD,75.0,0.0,1.72319096491782,1.8259786217710827,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dominik Szoboszlai,Liverpool,MID,65.0,2.0,3.1216357611628696,3.17175335462124,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Dwight McNeil,Everton,MID,55.0,2.0,3.9577529856545732,3.8275714003464634,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Eberechi Eze,Crystal Palace,MID,70.0,2.0,4.796095913394963,2.9597727030234355,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,1.0,0,1.0,0.0,0,,0.0,0,
Eddie Nketiah,Arsenal,FWD,59.0,0.0,0.4186360916625099,0.6418778414998502,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ederson Santana de Moraes,Manchester City,GK,55.0,2.0,4.124957441140688,3.794930945863776,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,1.0,0,0.0,0.0,0,
Edson Álvarez Velázquez,West Ham,MID,50.0,1.0,1.4022711100195686,1.4562984370042982,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Elkan Baggott,Ipswich,DEF,40.0,0.0,0.33358705975262,0.9065277892854537,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Elliot Anderson,Nottingham,MID,50.0,3.0,2.047801346445392,2.094701337218591,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Emerson Aparecido Leite de Souza Junior,Tottenham,DEF,45.0,0.0,0.6797493722390209,0.5315726619022803,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Emerson Palmieri dos Santos,West Ham,DEF,45.0,6.0,2.628133018723682,2.4394155389389796,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Emil Krafth,Newcastle,DEF,45.0,2.0,2.647507513282595,2.2023625252506873,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Emile Smith Rowe,Fulham,MID,55.0,10.0,3.4279509743113423,3.0822695632428023,3.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Emiliano Buendía Stati,Aston Villa,MID,55.0,0.0,0.3192268438666069,0.33803195771876515,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Emiliano Martínez Romero,Aston Villa,GK,50.0,1.0,2.402985796389278,2.4326828246731336,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Emmanuel Dennis,Nottingham,FWD,50.0,0.0,0.3192268438666069,0.3915179605467277,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Endo Wataru,Liverpool,MID,49.0,1.0,1.005397399333941,1.3288244217253276,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Enes Ünal,Bournemouth,FWD,55.0,0.0,1.7205975753821139,1.7416377179546343,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Enso González,Wolves,MID,45.0,0.0,0.41857965600326624,0.3964512766014861,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Enzo Barrenechea,Aston Villa,MID,50.0,0.0,0.33358705975262,0.33803195771876515,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Enzo Fernández,Chelsea,MID,50.0,2.0,2.63328256292321,2.6098064062609665,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Eric da Silva Moreira,Nottingham,MID,45.0,0.0,0.33358705975262,0.3808187643892611,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ethan Brierley,Brentford,MID,45.0,0.0,0.3192268438666069,0.3260765941488744,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ethan Nwaneri,Arsenal,MID,45.0,0.0,0.3192268438666069,0.4471413954662168,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ethan Pinnock,Brentford,DEF,45.0,1.0,2.4938198639484654,2.0364674127927422,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Evan Ferguson,Brighton,FWD,55.0,0.0,0.4955792721765494,0.5437097496375857,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ezri Konsa Ngoyo,Aston Villa,DEF,45.0,1.0,2.1197904473355837,2.001005612053195,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Fabian Schär,Newcastle,DEF,54.0,0.0,1.848914133451665,1.630004719403756,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Facundo Buonanotte,Leicester,MID,50.0,5.0,2.59744470553131,4.035300317890678,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Facundo Pellistri Rebollo,Manchester Utd,MID,50.0,0.0,0.4803451664710725,0.4759770908381297,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Filip Jørgensen,Chelsea,GK,45.0,0.0,0.33358705975262,0.44013432882931686,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Filip Marschall,Aston Villa,GK,40.0,0.0,0.3192268438666069,0.3593612967037568,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Flynn Downes,Southampton,MID,50.0,1.0,2.3303344430148796,2.6412573651849187,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Francisco Evanilson de Lima Barbosa,Bournemouth,FWD,60.0,2.0,0.5357842186071446,1.341829161878403,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Francisco Jorge Tomás Oliveira,Wolves,MID,45.0,0.0,0.6973834520953063,0.6704879721430921,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Frank Onyeka,Brentford,MID,50.0,1.0,1.6169332843623367,1.4786991722588765,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Fraser Forster,Tottenham,GK,45.0,0.0,0.3192268438666069,0.38309106574119556,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Freddie Ladapo,Ipswich,FWD,45.0,0.0,0.33358705975262,0.4774767809547211,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Fábio Ferreira Vieira,Arsenal,MID,55.0,0.0,0.43745618577512035,0.5456366409177633,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Fábio Freitas Gouveia Carvalho,Brentford,MID,50.0,1.0,1.8488002665997638,1.9365294638560548,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Fábio Silva,Wolves,FWD,50.0,0.0,0.42433359186496367,0.4321452557972861,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Gabriel Fernando de Jesus,Arsenal,FWD,69.0,0.0,1.5080618193730118,2.034746453978019,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Gabriel Martinelli Silva,Arsenal,MID,70.0,3.0,2.797810466977262,3.1723505267789878,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Gabriel dos Santos Magalhães,Arsenal,DEF,60.0,6.0,4.078191196527533,4.358249030143167,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,1.0,0,1.0,0.0,0,
Garang Kuol,Newcastle,MID,45.0,0.0,0.3192268438666069,0.3564672989212484,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Gavin Bazunu,Southampton,GK,45.0,0.0,0.33358705975262,0.8804510510332925,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
George Earthy,West Ham,MID,45.0,0.0,0.9261225951240742,0.9428824807052165,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
George Edmundson,Ipswich,DEF,40.0,1.0,1.005397399333941,2.37443040957016,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
George Hirst,Ipswich,FWD,55.0,0.0,0.33358705975262,0.4774767809547211,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Georginio Rutter,Brighton,MID,55.0,1.0,0.2924494270565466,0.6517942608434975,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Giovani Lo Celso,Tottenham,MID,50.0,0.0,1.104176426085513,0.7932627647535966,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Gonçalo Manuel Ganchinho Guedes,Wolves,MID,55.0,0.0,0.3192268438666069,0.33071868149329003,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Guglielmo Vicario,Tottenham,GK,50.0,6.0,3.2259423882972555,3.352712173011241,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Guido Rodríguez,West Ham,MID,50.0,3.0,2.927748665156913,3.0079577653593996,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Hamed Traorè,Bournemouth,MID,45.0,0.0,0.3192268438666069,0.3337867050088297,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Hamza Choudhury,Leicester,MID,45.0,0.0,0.33358705975262,0.9502907429164884,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Hannibal Mejbri,Manchester Utd,MID,45.0,0.0,0.5475246931832042,0.5058878424920482,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harrison Armstrong,Everton,MID,45.0,1.0,1.005397399333941,2.3488392428402625,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harrison Reed,Fulham,MID,50.0,1.0,1.6255348858627312,1.5924463569801885,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harry Clarke,Ipswich,DEF,40.0,0.0,0.33358705975262,0.9065277892854537,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harry Maguire,Manchester Utd,DEF,50.0,2.0,2.90432044648638,2.984012467072186,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harry Souttar,Leicester,DEF,40.0,0.0,0.33358705975262,0.9065277892854537,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harry Toffolo,Nottingham,DEF,45.0,0.0,1.3240944550799723,1.3136560268205328,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harry Wilson,Fulham,MID,55.0,0.0,2.142774680470632,2.034985757147257,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harry Winks,Leicester,MID,45.0,2.0,2.941708082252508,3.106821065120178,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harvey Barnes,Newcastle,MID,65.0,5.0,3.425364531163237,3.1751979252333857,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Harvey Elliott,Liverpool,MID,54.0,1.0,3.5466551797646027,3.960456743007764,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Hugo Bueno López,Wolves,DEF,45.0,0.0,0.7247254666158435,0.637165517958775,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Hwang Hee-chan,Wolves,MID,65.0,1.0,2.7155612338702406,2.5785596906922525,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Hwang Ui-jo,Nottingham,FWD,45.0,0.0,0.3192268438666069,0.3915179605467277,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Hákon Valdimarsson,Brentford,GK,40.0,0.0,0.3192268438666069,0.3527408567151826,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ian Maatsen,Aston Villa,DEF,50.0,1.0,1.8488002665997638,1.9548585931063924,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ibrahim Osman,Brighton,MID,50.0,0.0,0.33358705975262,0.3260765941488744,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ibrahim Sangaré,Nottingham,MID,45.0,2.0,2.4140184897668098,2.4098252461318053,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ibrahima Konaté,Liverpool,DEF,50.0,7.0,2.452837741791779,2.7431835777845213,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Idrissa Gueye,Everton,MID,50.0,2.0,3.6270899162056827,3.8298598469127514,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Igor Julio dos Santos de Paulo,Brighton,DEF,45.0,0.0,1.2289177896343741,1.110101986136144,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Igor Thiago Nascimento Rodrigues,Brentford,FWD,60.0,0.0,0.33358705975262,0.33880387945058227,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Iliman Ndiaye,Everton,FWD,55.0,1.0,1.8488002665997638,2.0741883049789607,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ilkay Gündogan,Manchester City,MID,65.0,1.0,0.2924494270565466,0.8083652069450695,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Illia Zabarnyi,Bournemouth,DEF,45.0,2.0,3.2354175644630456,2.549078299355156,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Isaac Hayden,Newcastle,MID,45.0,0.0,0.3192268438666069,0.3564672989212484,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ismaïla Sarr,Crystal Palace,MID,60.0,1.0,1.8488002665997638,2.076878666307393,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Issa Diop,Fulham,DEF,45.0,2.0,1.7901320544300863,2.168784391302234,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Issa Kaboré,Manchester City,DEF,45.0,0.0,0.16649832554656965,0.5180588376629766,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Ivan Toney,Brentford,FWD,74.0,0.0,1.916664549934591,1.4462862856077923,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jack Grealish,Manchester City,MID,65.0,0.0,0.7119420201262896,0.7651801150761806,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jack Harrison,Everton,MID,55.0,1.0,2.4610021622869245,2.5706675786810997,2.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jack Hinshelwood,Brighton,MID,50.0,2.0,2.70177168981812,2.118671789320561,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jack Stephens,Southampton,DEF,40.0,2.0,1.648785139200938,2.73932430410884,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jack Taylor,Ipswich,MID,50.0,1.0,1.8488002665997638,2.698034118075626,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jacob Greaves,Ipswich,DEF,40.0,0.0,1.0621625833065385,2.3684757909109817,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jacob Murphy,Newcastle,MID,55.0,1.0,2.7184155127725287,3.489704409449386,1.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jacob Ramsey,Aston Villa,MID,55.0,1.0,1.8585412091904638,1.7003248529234503,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jaden Philogene,Aston Villa,MID,55.0,0.0,0.33358705975262,0.33803195771876515,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jadon Sancho,Manchester Utd,MID,64.0,0.0,0.3192268438666069,0.35680700870854015,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jaidon Anthony,Bournemouth,MID,45.0,0.0,0.3192268438666069,0.3337867050088297,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jake O'Brien,Everton,DEF,50.0,0.0,0.33358705975262,0.632574827243486,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jakub Kiwior,Arsenal,DEF,50.0,0.0,1.4786735128605475,1.8004323228903485,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jakub Moder,Brighton,MID,45.0,0.0,1.0673312918852156,0.8897018540811683,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
Jakub Stolarczyk,Leicester,GK,40.0,0.0,0.33358705975262,0.8804510510332925,0.0,25.0,0.0,0,,25,2024-08-29 14:30:28.947300,0.0,0,,0.0,0,,0.0,0,
