unique_id,team_name,position,value,pred_Naive,pred_LGBMRegressor_no_exog,pred_LGBMRegressor_with_exog,pred_LSTMWithReLU,pred_season,picked_Naive,captain_Naive,first_xi_Naive,season,picked_time,picked_LGBMRegressor_no_exog,captain_LGBMRegressor_no_exog,first_xi_LGBMRegressor_no_exog,picked_LGBMRegressor_with_exog,captain_LGBMRegressor_with_exog,first_xi_LGBMRegressor_with_exog,picked_LSTMWithReLU,captain_LSTMWithReLU,first_xi_LSTMWithReLU
Dan Burn,Newcastle,DEF,45.0,5.0,2.9347266952391,2.7270033460218874,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dane Scarlett,Tottenham,FWD,45.0,0.0,0.6388137038133109,0.6900778054443952,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dango Ouattara,Bournemouth,MID,50.0,2.0,2.78554631147142,2.7033123512967547,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Daniel Bentley,Wolves,GK,40.0,0.0,0.7794732172510158,0.802137706695279,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Daniel Castelo Podence,Wolves,MID,55.0,1.0,0.8596172952221414,0.8763718376903997,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Daniel Iversen,Leicester,GK,40.0,0.0,0.16407901981211365,1.2895696384916264,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Daniel Jebbison,Bournemouth,FWD,45.0,1.0,0.2844135064684482,1.1261816387666885,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Daniel Muñoz,Crystal Palace,DEF,50.0,4.0,3.367243298251245,3.6326518406490576,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,1.0,0,0.0,0.0,0,
Danilo dos Santos de Oliveira,Nottingham,MID,50.0,1.0,2.4742779381729343,2.307928136650518,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Danny Ings,West Ham,FWD,50.0,1.0,1.8128630690790848,1.919740137443788,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Danny Ward,Leicester,GK,40.0,0.0,0.16407901981211365,1.2895696384916264,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Darwin Núñez Ribeiro,Liverpool,FWD,75.0,0.0,1.8002771718834942,1.7794006282349002,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
David Brooks,Bournemouth,MID,50.0,0.0,0.49911603348116895,0.5518229778058694,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
David Datro Fofana,Chelsea,FWD,55.0,0.0,0.31286657898243486,0.3856888413109703,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
David Ozoh,Crystal Palace,MID,45.0,0.0,0.49904723514663185,0.4374957311668863,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dean Henderson,Crystal Palace,GK,45.0,2.0,3.1692814659576296,3.8843390444745025,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,1.0,0,1.0,0.0,0,
Dean Huijsen,Bournemouth,DEF,45.0,2.0,0.6301262676245016,1.3749189485537334,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Declan Rice,Arsenal,MID,65.0,3.0,4.125183577375152,5.324707810080837,3.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Deivid Washington de Souza Eugênio,Chelsea,FWD,50.0,0.0,0.21867036436570325,0.38500446225172963,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dejan Kulusevski,Tottenham,MID,65.0,1.0,3.4127054411642734,4.0093998359470575,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Deniz Undav,Brighton,FWD,55.0,0.0,0.31286657898243486,0.33704446793930676,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Destiny Udogie,Tottenham,DEF,50.0,2.0,2.3356603526834396,2.3402362536886407,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Diego Carlos Santos Silva,Aston Villa,DEF,45.0,0.0,1.2765106590374622,1.3666290172239326,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Diogo Teixeira da Silva,Liverpool,MID,75.0,8.0,2.3726242571886575,3.2758139372826744,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Djed Spence,Tottenham,DEF,45.0,1.0,0.8596172952221414,1.1291911925792224,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dominic Calvert-Lewin,Everton,FWD,60.0,2.0,3.1115737113117614,2.5688192189082826,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dominic Solanke-Mitchell,Tottenham,FWD,75.0,2.0,0.6301262676245016,1.7553017959077954,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dominik Szoboszlai,Liverpool,MID,65.0,7.0,3.275459670987696,2.9384087271283947,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Dwight McNeil,Everton,MID,55.0,2.0,3.2820930316616472,3.5280800744766774,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Eberechi Eze,Crystal Palace,MID,70.0,2.0,5.0890176127078846,3.0844239071640955,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,1.0,0,1.0,0.0,0,,0.0,0,
Eddie Nketiah,Arsenal,FWD,60.0,0.0,0.589520883017705,0.49551788185543044,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ederson Santana de Moraes,Manchester City,GK,55.0,8.0,3.3124749877035278,2.887956884716731,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Edson Álvarez Velázquez,West Ham,MID,50.0,0.0,0.7727149743244498,0.9255052808601196,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Elkan Baggott,Ipswich,DEF,40.0,0.0,0.16407901981211365,1.2628839974798975,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Elliot Anderson,Nottingham,MID,50.0,1.0,0.2844135064684482,1.1001229207297314,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Emerson Aparecido Leite de Souza Junior,Tottenham,DEF,45.0,0.0,0.8781209002793685,0.7719500389342179,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Emerson Palmieri dos Santos,West Ham,DEF,45.0,1.0,2.125510772547051,1.69245882436675,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Emil Krafth,Newcastle,DEF,45.0,6.0,2.3381081523976057,2.5604594063571193,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Emile Smith Rowe,Fulham,MID,55.0,3.0,0.6167602453205661,1.5329223315082652,3.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Emiliano Buendía Stati,Aston Villa,MID,55.0,0.0,0.31286657898243486,0.34091498644487206,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Emiliano Martínez Romero,Aston Villa,GK,50.0,3.0,2.6607463352858076,2.8145321219801502,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Emmanuel Dennis,Nottingham,FWD,50.0,0.0,0.31286657898243486,0.3467617789974459,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Endo Wataru,Liverpool,MID,50.0,0.0,0.16407901981211365,0.9111815388376125,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Enes Ünal,Bournemouth,FWD,55.0,0.0,2.065266348550909,2.196751101523263,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Enso González,Wolves,MID,45.0,0.0,0.37078634733520915,0.5300276704151965,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Enzo Barrenechea,Aston Villa,MID,50.0,0.0,0.16407901981211365,0.7258538931000186,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Enzo Fernández,Chelsea,MID,50.0,2.0,2.634603515692586,2.5990523168391992,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Eric da Silva Moreira,Nottingham,MID,45.0,0.0,0.16407901981211365,0.8571935359053349,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Erling Haaland,Manchester City,FWD,150.0,7.0,5.120402556140232,5.9813292736526815,5.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ethan Brierley,Brentford,MID,45.0,0.0,0.31286657898243486,0.3244402493021654,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ethan Nwaneri,Arsenal,MID,45.0,0.0,0.3097519572858464,0.39820589896694913,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ethan Pinnock,Brentford,DEF,45.0,0.0,1.3979353806106862,1.210585128597153,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Evan Ferguson,Brighton,FWD,55.0,0.0,0.5801758854457543,0.49158347841971234,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ezri Konsa Ngoyo,Aston Villa,DEF,45.0,2.0,2.6099080248271767,2.870611913702233,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Fabian Schär,Newcastle,DEF,55.0,-2.0,2.5400034878735243,2.2741401748955785,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Facundo Buonanotte,Leicester,MID,50.0,2.0,0.6301262676245016,1.852928372705001,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Facundo Pellistri Rebollo,Manchester Utd,MID,50.0,0.0,0.4830325534474088,0.6046883841125537,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Filip Jørgensen,Chelsea,GK,45.0,0.0,0.16407901981211365,0.9888670034669894,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Filip Marschall,Aston Villa,GK,40.0,0.0,0.31286657898243486,0.4099265143744586,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Flynn Downes,Southampton,MID,50.0,2.0,0.6301262676245016,1.852928372705001,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Francisco Jorge Tomás Oliveira,Wolves,MID,45.0,1.0,0.8596172952221414,0.8763718376903997,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Frank Onyeka,Brentford,MID,50.0,1.0,1.424761773877599,1.3313875165860876,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Fraser Forster,Tottenham,GK,45.0,0.0,0.31286657898243486,0.3976443800956493,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Freddie Ladapo,Ipswich,FWD,45.0,0.0,0.16407901981211365,1.0598255294654444,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Fábio Ferreira Vieira,Arsenal,MID,55.0,0.0,0.46268145504402247,0.6274360108152507,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Fábio Freitas Gouveia Carvalho,Brentford,MID,50.0,1.0,0.2844135064684482,0.894202010638969,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Fábio Silva,Wolves,FWD,50.0,0.0,0.49544591944965316,0.43975687769945276,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Gabriel Fernando de Jesus,Arsenal,FWD,70.0,0.0,1.9090452988730897,2.4443704464191147,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Gabriel Martinelli Silva,Arsenal,MID,70.0,3.0,2.7022305868284304,3.2786284478857666,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Gabriel dos Santos Magalhães,Arsenal,DEF,60.0,6.0,4.7089383272724055,5.094407438031753,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,1.0,0,1.0,1.0,0,1.0,0.0,0,
Garang Kuol,Newcastle,MID,45.0,0.0,0.31286657898243486,0.3236544504370589,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Gavin Bazunu,Southampton,GK,45.0,0.0,0.16407901981211365,1.2895696384916264,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
George Earthy,West Ham,MID,45.0,0.0,1.2095992565855052,1.2713189494935206,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
George Edmundson,Ipswich,DEF,40.0,0.0,0.16407901981211365,1.2628839974798975,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
George Hirst,Ipswich,FWD,55.0,0.0,0.16407901981211365,1.0598255294654444,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Giovani Lo Celso,Tottenham,MID,50.0,0.0,1.570793608614977,1.3308417071099539,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Gonçalo Manuel Ganchinho Guedes,Wolves,MID,55.0,0.0,0.31286657898243486,0.32180304642629387,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Guglielmo Vicario,Tottenham,GK,50.0,2.0,2.848768679985768,2.916016158319585,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Guido Rodríguez,West Ham,MID,50.0,2.0,0.6301262676245016,1.350392981826652,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Hamed Traorè,Bournemouth,MID,45.0,0.0,0.3205998236568473,0.32521244426243745,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Hamza Choudhury,Leicester,MID,45.0,0.0,0.16407901981211365,0.4265662289981638,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Hannibal Mejbri,Manchester Utd,MID,45.0,0.0,0.552434487959847,0.5928547451914831,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harrison Armstrong,Everton,MID,45.0,0.0,0.16407901981211365,0.37396718490083913,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harrison Reed,Fulham,MID,50.0,1.0,1.6462575141280587,1.811823885694888,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harry Clarke,Ipswich,DEF,40.0,0.0,0.16407901981211365,0.3259650425565564,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harry Maguire,Manchester Utd,DEF,50.0,5.0,2.771088274902172,3.0009142226703003,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harry Souttar,Leicester,DEF,40.0,0.0,0.16407901981211365,0.3259650425565564,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harry Toffolo,Nottingham,DEF,45.0,1.0,2.137932377625229,1.8932397585153924,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harry Wilson,Fulham,MID,55.0,1.0,3.1030157255256117,3.2048234056321268,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harry Winks,Leicester,MID,45.0,2.0,0.6301262676245016,1.852928372705001,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harvey Barnes,Newcastle,MID,65.0,1.0,2.816972234830337,2.639788880576446,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Harvey Elliott,Liverpool,MID,55.0,0.0,3.316029576822603,3.0325456814065,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Heung-Min Son,Tottenham,MID,100.0,2.0,5.253588579770117,5.467625761771582,3.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,1.0,0,1.0,0.0,0,
Hugo Bueno López,Wolves,DEF,45.0,0.0,0.9654167926609343,0.9304090673598845,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Hwang Hee-chan,Wolves,MID,65.0,2.0,2.729181198752316,2.8275154489951455,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Hwang Ui-jo,Nottingham,FWD,45.0,0.0,0.31286657898243486,0.3467617789974459,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Hákon Valdimarsson,Brentford,GK,40.0,0.0,0.31286657898243486,0.37085176058743363,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ian Maatsen,Aston Villa,DEF,50.0,1.0,0.2844135064684482,1.1084884481505748,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ibrahim Osman,Brighton,MID,50.0,0.0,0.16407901981211365,0.6546206283332149,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ibrahim Sangaré,Nottingham,MID,45.0,2.0,1.7281047037821224,2.054549963609982,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ibrahima Konaté,Liverpool,DEF,50.0,1.0,1.9131408205472729,1.7368007022290581,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Idrissa Gueye,Everton,MID,50.0,2.0,3.8027015429957185,3.1332972584185206,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Igor Julio dos Santos de Paulo,Brighton,DEF,45.0,0.0,1.4534924092482944,1.3202346951325683,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Igor Thiago Nascimento Rodrigues,Brentford,FWD,60.0,0.0,0.16407901981211365,0.6940276909855037,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Iliman Ndiaye,Everton,FWD,55.0,1.0,0.2844135064684482,1.6235409813421722,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Illia Zabarnyi,Bournemouth,DEF,45.0,2.0,3.08165255813779,2.8165158364779983,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Isaac Hayden,Newcastle,MID,45.0,0.0,0.31286657898243486,0.3236544504370589,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ismaïla Sarr,Crystal Palace,MID,60.0,1.0,0.2844135064684482,0.8966239281851168,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Issa Diop,Fulham,DEF,45.0,2.0,2.168317215501866,2.40870117973107,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Ivan Toney,Brentford,FWD,75.0,0.0,2.4890848705935418,2.441220075399404,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jack Grealish,Manchester City,MID,65.0,0.0,1.3246751912307657,0.8348434581596993,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jack Harrison,Everton,MID,55.0,2.0,2.8495128283207865,2.5955808951597663,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jack Hinshelwood,Brighton,MID,50.0,3.0,2.8019910528825553,2.2001133246895233,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jack Stephens,Southampton,DEF,40.0,1.0,0.2844135064684482,1.6441310832220895,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jack Taylor,Ipswich,MID,50.0,1.0,0.2844135064684482,1.6189912376736144,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jacob Greaves,Ipswich,DEF,40.0,1.0,0.2844135064684482,1.6441310832220895,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jacob Murphy,Newcastle,MID,55.0,1.0,3.163501474710966,3.5325428975196966,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jacob Ramsey,Aston Villa,MID,55.0,4.0,2.1888982426622525,2.1903019198936438,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jaden Philogene,Aston Villa,MID,55.0,0.0,0.16407901981211365,0.7258538931000186,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jadon Sancho,Manchester Utd,MID,65.0,0.0,0.3180291380400832,0.34537576949382987,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jaidon Anthony,Bournemouth,MID,45.0,0.0,0.3180291380400832,0.32521244426243745,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jake O'Brien,Everton,DEF,50.0,0.0,0.16407901981211365,1.244789138851313,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jakub Kiwior,Arsenal,DEF,50.0,0.0,2.202511743561003,2.60724625211287,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jakub Moder,Brighton,MID,45.0,0.0,1.1881118747961261,1.0285946672665773,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jakub Stolarczyk,Leicester,GK,40.0,0.0,0.16407901981211365,1.2895696384916264,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jamaal Lascelles,Newcastle,DEF,45.0,0.0,1.2283277390311578,0.745277572298835,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jamal Lewis,Newcastle,DEF,40.0,0.0,0.31286657898243486,0.34094358532162,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Bree,Southampton,DEF,40.0,0.0,0.16407901981211365,1.2628839974798975,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Garner,Everton,MID,50.0,0.0,1.7723312550364905,1.483168012281472,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Hill,Bournemouth,DEF,40.0,0.0,0.37898299097907945,0.4290441077777602,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Justin,Leicester,DEF,45.0,2.0,0.6301262676245016,1.9329319960847469,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Maddison,Tottenham,MID,75.0,5.0,3.219281087091436,3.203082891424505,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James McAtee,Manchester City,MID,50.0,0.0,0.3942032484629479,0.5785840414653255,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James McConnell,Liverpool,MID,45.0,0.0,0.24807618101977288,0.37798140807179575,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Milner,Brighton,MID,50.0,2.0,1.8123315280282504,1.5131201220172679,0.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Tarkowski,Everton,DEF,50.0,0.0,1.668228045814628,2.024225650002281,1.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
James Ward-Prowse,West Ham,MID,65.0,1.0,3.2231448374576943,3.097424900383293,2.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,0.0,0,
Jamie Vardy,Leicester,FWD,55.0,8.0,1.6984321616607592,2.404776600246049,8.0,25.0,0.0,0,,25,2024-08-20 11:55:08.797901,0.0,0,,0.0,0,,1.0,0,1.0
