name,opponent_team_name,is_home,season,gameweek,team_name,position,y,y_Naive,y_LGBMRegressor_no_exog,y_LGBMRegressor_with_exog,y_LSTMWithReLU
Jaidon Anthony,West Ham,True,24,1,Bournemouth,MID,1.0,,,,
James Hill,West Ham,True,24,1,Bournemouth,DEF,1.0,,,,
Justin Kluivert,West Ham,True,24,1,Bournemouth,MID,1.0,,,,
Lewis Cook,West Ham,True,24,1,Bournemouth,MID,0.0,,,,
Marcos Senesi,West Ham,True,24,1,Bournemouth,DEF,1.0,,,,
Marcus Tavernier,West Ham,True,24,1,Bournemouth,MID,0.0,,,,
Mark Travers,West Ham,True,24,1,Bournemouth,GK,0.0,,,,
Max Aarons,West Ham,True,24,1,Bournemouth,DEF,2.0,,,,
Milos Kerkez,West Ham,True,24,1,Bournemouth,DEF,2.0,,,,
Norberto Murara Neto,West Ham,True,24,1,Bournemouth,GK,2.0,,,,
Philip Billing,West Ham,True,24,1,Bournemouth,MID,2.0,,,,
Ryan Christie,West Ham,True,24,1,Bournemouth,MID,2.0,,,,
Adam Smith,Liverpool,False,24,2,Bournemouth,DEF,0.0,,,,
Alex Scott,Liverpool,False,24,2,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Liverpool,False,24,2,Bournemouth,FWD,6.0,,,,
Chris Mepham,Liverpool,False,24,2,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Liverpool,False,24,2,Bournemouth,MID,0.0,,,,
David Brooks,Liverpool,False,24,2,Bournemouth,MID,1.0,,,,
Hamed Traorè,Liverpool,False,24,2,Bournemouth,MID,1.0,,,,
Illia Zabarnyi,Liverpool,False,24,2,Bournemouth,DEF,1.0,,,,
Jaidon Anthony,Liverpool,False,24,2,Bournemouth,MID,1.0,,,,
James Hill,Liverpool,False,24,2,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Liverpool,False,24,2,Bournemouth,MID,1.0,,,,
Lewis Cook,Liverpool,False,24,2,Bournemouth,MID,0.0,,,,
Marcos Senesi,Liverpool,False,24,2,Bournemouth,DEF,1.0,,,,
Marcus Tavernier,Liverpool,False,24,2,Bournemouth,MID,0.0,,,,
Mark Travers,Liverpool,False,24,2,Bournemouth,GK,0.0,,,,
Max Aarons,Liverpool,False,24,2,Bournemouth,DEF,1.0,,,,
Milos Kerkez,Liverpool,False,24,2,Bournemouth,DEF,1.0,,,,
Norberto Murara Neto,Liverpool,False,24,2,Bournemouth,GK,10.0,,,,
Philip Billing,Liverpool,False,24,2,Bournemouth,MID,2.0,,,,
Ryan Christie,Liverpool,False,24,2,Bournemouth,MID,2.0,,,,
Adam Smith,Tottenham,True,24,3,Bournemouth,DEF,0.0,,,,
Alex Scott,Tottenham,True,24,3,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Tottenham,True,24,3,Bournemouth,FWD,2.0,,,,
Chris Mepham,Tottenham,True,24,3,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Tottenham,True,24,3,Bournemouth,MID,0.0,,,,
David Brooks,Tottenham,True,24,3,Bournemouth,MID,1.0,,,,
Hamed Traorè,Tottenham,True,24,3,Bournemouth,MID,1.0,,,,
Illia Zabarnyi,Tottenham,True,24,3,Bournemouth,DEF,1.0,,,,
Jaidon Anthony,Tottenham,True,24,3,Bournemouth,MID,1.0,,,,
James Hill,Tottenham,True,24,3,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Tottenham,True,24,3,Bournemouth,MID,1.0,,,,
Lewis Cook,Tottenham,True,24,3,Bournemouth,MID,1.0,,,,
Marcos Senesi,Tottenham,True,24,3,Bournemouth,DEF,0.0,,,,
Marcus Tavernier,Tottenham,True,24,3,Bournemouth,MID,0.0,,,,
Mark Travers,Tottenham,True,24,3,Bournemouth,GK,0.0,,,,
Max Aarons,Tottenham,True,24,3,Bournemouth,DEF,1.0,,,,
Milos Kerkez,Tottenham,True,24,3,Bournemouth,DEF,1.0,,,,
Norberto Murara Neto,Tottenham,True,24,3,Bournemouth,GK,2.0,,,,
Philip Billing,Tottenham,True,24,3,Bournemouth,MID,2.0,,,,
Ryan Christie,Tottenham,True,24,3,Bournemouth,MID,1.0,,,,
Tyler Adams,Tottenham,True,24,3,Bournemouth,MID,0.0,,,,
Adam Smith,Brentford,False,24,4,Bournemouth,DEF,0.0,,,,
Alex Scott,Brentford,False,24,4,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Brentford,False,24,4,Bournemouth,FWD,1.0,,,,
Chris Mepham,Brentford,False,24,4,Bournemouth,DEF,1.0,,,,
Dango Ouattara,Brentford,False,24,4,Bournemouth,MID,0.0,,,,
David Brooks,Brentford,False,24,4,Bournemouth,MID,8.0,,,,
Hamed Traorè,Brentford,False,24,4,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Brentford,False,24,4,Bournemouth,DEF,1.0,,,,
Jaidon Anthony,Brentford,False,24,4,Bournemouth,MID,0.0,,,,
James Hill,Brentford,False,24,4,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Brentford,False,24,4,Bournemouth,MID,2.0,,,,
Lewis Cook,Brentford,False,24,4,Bournemouth,MID,2.0,,,,
Marcos Senesi,Brentford,False,24,4,Bournemouth,DEF,4.0,,,,
Marcus Tavernier,Brentford,False,24,4,Bournemouth,MID,4.0,,,,
Mark Travers,Brentford,False,24,4,Bournemouth,GK,0.0,,,,
Max Aarons,Brentford,False,24,4,Bournemouth,DEF,0.0,,,,
Milos Kerkez,Brentford,False,24,4,Bournemouth,DEF,1.0,,,,
Norberto Murara Neto,Brentford,False,24,4,Bournemouth,GK,1.0,,,,
Philip Billing,Brentford,False,24,4,Bournemouth,MID,2.0,,,,
Ryan Christie,Brentford,False,24,4,Bournemouth,MID,2.0,,,,
Tyler Adams,Brentford,False,24,4,Bournemouth,MID,0.0,,,,
Adam Smith,Chelsea,True,24,5,Bournemouth,DEF,0.0,,,,
Alex Scott,Chelsea,True,24,5,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Chelsea,True,24,5,Bournemouth,FWD,0.0,,,,
Chris Mepham,Chelsea,True,24,5,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Chelsea,True,24,5,Bournemouth,MID,3.0,,,,
David Brooks,Chelsea,True,24,5,Bournemouth,MID,1.0,,,,
Hamed Traorè,Chelsea,True,24,5,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Chelsea,True,24,5,Bournemouth,DEF,6.0,,,,
Jaidon Anthony,Chelsea,True,24,5,Bournemouth,MID,0.0,,,,
James Hill,Chelsea,True,24,5,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Chelsea,True,24,5,Bournemouth,MID,1.0,,,,
Lewis Cook,Chelsea,True,24,5,Bournemouth,MID,3.0,,,,
Luis Sinisterra,Chelsea,True,24,5,Bournemouth,MID,1.0,,,,
Marcos Senesi,Chelsea,True,24,5,Bournemouth,DEF,1.0,,,,
Marcus Tavernier,Chelsea,True,24,5,Bournemouth,MID,3.0,,,,
Mark Travers,Chelsea,True,24,5,Bournemouth,GK,0.0,,,,
Max Aarons,Chelsea,True,24,5,Bournemouth,DEF,6.0,,,,
Milos Kerkez,Chelsea,True,24,5,Bournemouth,DEF,5.0,,,,
Norberto Murara Neto,Chelsea,True,24,5,Bournemouth,GK,10.0,,,,
Philip Billing,Chelsea,True,24,5,Bournemouth,MID,3.0,,,,
Ryan Christie,Chelsea,True,24,5,Bournemouth,MID,3.0,,,,
Tyler Adams,Chelsea,True,24,5,Bournemouth,MID,0.0,,,,
Adam Smith,Brighton,False,24,6,Bournemouth,DEF,0.0,,,,
Alex Scott,Brighton,False,24,6,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Brighton,False,24,6,Bournemouth,FWD,1.0,,,,
Chris Mepham,Brighton,False,24,6,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Brighton,False,24,6,Bournemouth,MID,1.0,,,,
David Brooks,Brighton,False,24,6,Bournemouth,MID,0.0,,,,
Hamed Traorè,Brighton,False,24,6,Bournemouth,MID,1.0,,,,
Illia Zabarnyi,Brighton,False,24,6,Bournemouth,DEF,0.0,,,,
Jaidon Anthony,Brighton,False,24,6,Bournemouth,MID,0.0,,,,
James Hill,Brighton,False,24,6,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Brighton,False,24,6,Bournemouth,MID,2.0,,,,
Lewis Cook,Brighton,False,24,6,Bournemouth,MID,2.0,,,,
Luis Sinisterra,Brighton,False,24,6,Bournemouth,MID,0.0,,,,
Marcos Senesi,Brighton,False,24,6,Bournemouth,DEF,0.0,,,,
Marcus Tavernier,Brighton,False,24,6,Bournemouth,MID,2.0,,,,
Mark Travers,Brighton,False,24,6,Bournemouth,GK,0.0,,,,
Max Aarons,Brighton,False,24,6,Bournemouth,DEF,1.0,,,,
Milos Kerkez,Brighton,False,24,6,Bournemouth,DEF,-1.0,,,,
Norberto Murara Neto,Brighton,False,24,6,Bournemouth,GK,1.0,,,,
Philip Billing,Brighton,False,24,6,Bournemouth,MID,2.0,,,,
Ryan Christie,Brighton,False,24,6,Bournemouth,MID,5.0,,,,
Tyler Adams,Brighton,False,24,6,Bournemouth,MID,0.0,,,,
Adam Smith,Arsenal,True,24,7,Bournemouth,DEF,1.0,,,,
Alex Scott,Arsenal,True,24,7,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Arsenal,True,24,7,Bournemouth,FWD,1.0,,,,
Chris Mepham,Arsenal,True,24,7,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Arsenal,True,24,7,Bournemouth,MID,1.0,,,,
David Brooks,Arsenal,True,24,7,Bournemouth,MID,0.0,,,,
Hamed Traorè,Arsenal,True,24,7,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Arsenal,True,24,7,Bournemouth,DEF,0.0,,,,
Jaidon Anthony,Arsenal,True,24,7,Bournemouth,MID,0.0,,,,
James Hill,Arsenal,True,24,7,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Arsenal,True,24,7,Bournemouth,MID,1.0,,,,
Lewis Cook,Arsenal,True,24,7,Bournemouth,MID,2.0,,,,
Luis Sinisterra,Arsenal,True,24,7,Bournemouth,MID,1.0,,,,
Marcos Senesi,Arsenal,True,24,7,Bournemouth,DEF,0.0,,,,
Marcus Tavernier,Arsenal,True,24,7,Bournemouth,MID,1.0,,,,
Mark Travers,Arsenal,True,24,7,Bournemouth,GK,0.0,,,,
Max Aarons,Arsenal,True,24,7,Bournemouth,DEF,0.0,,,,
Milos Kerkez,Arsenal,True,24,7,Bournemouth,DEF,1.0,,,,
Norberto Murara Neto,Arsenal,True,24,7,Bournemouth,GK,1.0,,,,
Philip Billing,Arsenal,True,24,7,Bournemouth,MID,2.0,,,,
Ryan Christie,Arsenal,True,24,7,Bournemouth,MID,2.0,,,,
Tyler Adams,Arsenal,True,24,7,Bournemouth,MID,0.0,,,,
Adam Smith,Everton,False,24,8,Bournemouth,DEF,1.0,,,,
Alex Scott,Everton,False,24,8,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Everton,False,24,8,Bournemouth,FWD,0.0,,,,
Chris Mepham,Everton,False,24,8,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Everton,False,24,8,Bournemouth,MID,1.0,,,,
David Brooks,Everton,False,24,8,Bournemouth,MID,1.0,,,,
Hamed Traorè,Everton,False,24,8,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Everton,False,24,8,Bournemouth,DEF,1.0,,,,
Jaidon Anthony,Everton,False,24,8,Bournemouth,MID,0.0,,,,
James Hill,Everton,False,24,8,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Everton,False,24,8,Bournemouth,MID,0.0,,,,
Lewis Cook,Everton,False,24,8,Bournemouth,MID,2.0,,,,
Luis Sinisterra,Everton,False,24,8,Bournemouth,MID,1.0,,,,
Marcos Senesi,Everton,False,24,8,Bournemouth,DEF,1.0,,,,
Marcus Tavernier,Everton,False,24,8,Bournemouth,MID,2.0,,,,
Mark Travers,Everton,False,24,8,Bournemouth,GK,0.0,,,,
Max Aarons,Everton,False,24,8,Bournemouth,DEF,1.0,,,,
Milos Kerkez,Everton,False,24,8,Bournemouth,DEF,1.0,,,,
Norberto Murara Neto,Everton,False,24,8,Bournemouth,GK,1.0,,,,
Philip Billing,Everton,False,24,8,Bournemouth,MID,2.0,,,,
Ryan Christie,Everton,False,24,8,Bournemouth,MID,1.0,,,,
Tyler Adams,Everton,False,24,8,Bournemouth,MID,0.0,,,,
Adam Smith,Wolves,True,24,9,Bournemouth,DEF,0.0,,,,
Alex Scott,Wolves,True,24,9,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Wolves,True,24,9,Bournemouth,FWD,0.0,,,,
Chris Mepham,Wolves,True,24,9,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Wolves,True,24,9,Bournemouth,MID,1.0,,,,
David Brooks,Wolves,True,24,9,Bournemouth,MID,1.0,,,,
Hamed Traorè,Wolves,True,24,9,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Wolves,True,24,9,Bournemouth,DEF,0.0,,,,
Jaidon Anthony,Wolves,True,24,9,Bournemouth,MID,0.0,,,,
James Hill,Wolves,True,24,9,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Wolves,True,24,9,Bournemouth,MID,0.0,,,,
Lewis Cook,Wolves,True,24,9,Bournemouth,MID,-2.0,,,,
Luis Sinisterra,Wolves,True,24,9,Bournemouth,MID,0.0,,,,
Marcos Senesi,Wolves,True,24,9,Bournemouth,DEF,1.0,,,,
Marcus Tavernier,Wolves,True,24,9,Bournemouth,MID,2.0,,,,
Mark Travers,Wolves,True,24,9,Bournemouth,GK,0.0,,,,
Max Aarons,Wolves,True,24,9,Bournemouth,DEF,1.0,,,,
Milos Kerkez,Wolves,True,24,9,Bournemouth,DEF,2.0,,,,
Norberto Murara Neto,Wolves,True,24,9,Bournemouth,GK,2.0,,,,
Philip Billing,Wolves,True,24,9,Bournemouth,MID,6.0,,,,
Ryan Christie,Wolves,True,24,9,Bournemouth,MID,1.0,,,,
Tyler Adams,Wolves,True,24,9,Bournemouth,MID,0.0,,,,
Adam Smith,Burnley,True,24,10,Bournemouth,DEF,1.0,,,,
Alex Scott,Burnley,True,24,10,Bournemouth,MID,2.0,,,,
Antoine Semenyo,Burnley,True,24,10,Bournemouth,FWD,9.0,,,,
Chris Mepham,Burnley,True,24,10,Bournemouth,DEF,2.0,,,,
Dango Ouattara,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
David Brooks,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
Hamed Traorè,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Burnley,True,24,10,Bournemouth,DEF,2.0,,,,
Jaidon Anthony,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
James Hill,Burnley,True,24,10,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
Lewis Cook,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
Luis Sinisterra,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
Marcos Senesi,Burnley,True,24,10,Bournemouth,DEF,0.0,,,,
Marcus Tavernier,Burnley,True,24,10,Bournemouth,MID,2.0,,,,
Mark Travers,Burnley,True,24,10,Bournemouth,GK,0.0,,,,
Max Aarons,Burnley,True,24,10,Bournemouth,DEF,2.0,,,,
Milos Kerkez,Burnley,True,24,10,Bournemouth,DEF,1.0,,,,
Norberto Murara Neto,Burnley,True,24,10,Bournemouth,GK,0.0,,,,
Philip Billing,Burnley,True,24,10,Bournemouth,MID,8.0,,,,
Ryan Christie,Burnley,True,24,10,Bournemouth,MID,2.0,,,,
Tyler Adams,Burnley,True,24,10,Bournemouth,MID,0.0,,,,
Adam Smith,Manchester City,False,24,11,Bournemouth,DEF,0.0,,,,
Alex Scott,Manchester City,False,24,11,Bournemouth,MID,1.0,,,,
Antoine Semenyo,Manchester City,False,24,11,Bournemouth,FWD,1.0,,,,
Chris Mepham,Manchester City,False,24,11,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Manchester City,False,24,11,Bournemouth,MID,0.0,,,,
David Brooks,Manchester City,False,24,11,Bournemouth,MID,0.0,,,,
Hamed Traorè,Manchester City,False,24,11,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Manchester City,False,24,11,Bournemouth,DEF,-1.0,,,,
Jaidon Anthony,Manchester City,False,24,11,Bournemouth,MID,0.0,,,,
James Hill,Manchester City,False,24,11,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Manchester City,False,24,11,Bournemouth,MID,1.0,,,,
Lewis Cook,Manchester City,False,24,11,Bournemouth,MID,0.0,,,,
Luis Sinisterra,Manchester City,False,24,11,Bournemouth,MID,6.0,,,,
Marcos Senesi,Manchester City,False,24,11,Bournemouth,DEF,0.0,,,,
Marcus Tavernier,Manchester City,False,24,11,Bournemouth,MID,2.0,,,,
Mark Travers,Manchester City,False,24,11,Bournemouth,GK,0.0,,,,
Max Aarons,Manchester City,False,24,11,Bournemouth,DEF,2.0,,,,
Milos Kerkez,Manchester City,False,24,11,Bournemouth,DEF,-1.0,,,,
Norberto Murara Neto,Manchester City,False,24,11,Bournemouth,GK,0.0,,,,
Philip Billing,Manchester City,False,24,11,Bournemouth,MID,1.0,,,,
Ryan Christie,Manchester City,False,24,11,Bournemouth,MID,2.0,,,,
Tyler Adams,Manchester City,False,24,11,Bournemouth,MID,0.0,,,,
Adam Smith,Newcastle,True,24,12,Bournemouth,DEF,1.0,,,,
Alex Scott,Newcastle,True,24,12,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Newcastle,True,24,12,Bournemouth,FWD,2.0,,,,
Chris Mepham,Newcastle,True,24,12,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Newcastle,True,24,12,Bournemouth,MID,1.0,,,,
David Brooks,Newcastle,True,24,12,Bournemouth,MID,0.0,,,,
Hamed Traorè,Newcastle,True,24,12,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Newcastle,True,24,12,Bournemouth,DEF,6.0,,,,
Jaidon Anthony,Newcastle,True,24,12,Bournemouth,MID,0.0,,,,
James Hill,Newcastle,True,24,12,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Newcastle,True,24,12,Bournemouth,MID,3.0,,,,
Lewis Cook,Newcastle,True,24,12,Bournemouth,MID,2.0,,,,
Luis Sinisterra,Newcastle,True,24,12,Bournemouth,MID,1.0,,,,
Marcos Senesi,Newcastle,True,24,12,Bournemouth,DEF,5.0,,,,
Marcus Tavernier,Newcastle,True,24,12,Bournemouth,MID,3.0,,,,
Mark Travers,Newcastle,True,24,12,Bournemouth,GK,0.0,,,,
Max Aarons,Newcastle,True,24,12,Bournemouth,DEF,6.0,,,,
Milos Kerkez,Newcastle,True,24,12,Bournemouth,DEF,0.0,,,,
Norberto Murara Neto,Newcastle,True,24,12,Bournemouth,GK,9.0,,,,
Philip Billing,Newcastle,True,24,12,Bournemouth,MID,0.0,,,,
Ryan Christie,Newcastle,True,24,12,Bournemouth,MID,3.0,,,,
Tyler Adams,Newcastle,True,24,12,Bournemouth,MID,0.0,,,,
Adam Smith,Sheffield Utd,False,24,13,Bournemouth,DEF,5.0,,,,
Alex Scott,Sheffield Utd,False,24,13,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Sheffield Utd,False,24,13,Bournemouth,FWD,5.0,,,,
Chris Mepham,Sheffield Utd,False,24,13,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Sheffield Utd,False,24,13,Bournemouth,MID,0.0,,,,
David Brooks,Sheffield Utd,False,24,13,Bournemouth,MID,1.0,,,,
Hamed Traorè,Sheffield Utd,False,24,13,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Sheffield Utd,False,24,13,Bournemouth,DEF,2.0,,,,
Jaidon Anthony,Sheffield Utd,False,24,13,Bournemouth,MID,0.0,,,,
James Hill,Sheffield Utd,False,24,13,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Sheffield Utd,False,24,13,Bournemouth,MID,10.0,,,,
Lewis Cook,Sheffield Utd,False,24,13,Bournemouth,MID,2.0,,,,
Luis Sinisterra,Sheffield Utd,False,24,13,Bournemouth,MID,1.0,,,,
Marcos Senesi,Sheffield Utd,False,24,13,Bournemouth,DEF,2.0,,,,
Marcus Tavernier,Sheffield Utd,False,24,13,Bournemouth,MID,16.0,,,,
Mark Travers,Sheffield Utd,False,24,13,Bournemouth,GK,0.0,,,,
Max Aarons,Sheffield Utd,False,24,13,Bournemouth,DEF,0.0,,,,
Milos Kerkez,Sheffield Utd,False,24,13,Bournemouth,DEF,1.0,,,,
Norberto Murara Neto,Sheffield Utd,False,24,13,Bournemouth,GK,2.0,,,,
Philip Billing,Sheffield Utd,False,24,13,Bournemouth,MID,0.0,,,,
Ryan Christie,Sheffield Utd,False,24,13,Bournemouth,MID,2.0,,,,
Tyler Adams,Sheffield Utd,False,24,13,Bournemouth,MID,0.0,,,,
Adam Smith,Aston Villa,True,24,14,Bournemouth,DEF,1.0,,,,
Alex Scott,Aston Villa,True,24,14,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Aston Villa,True,24,14,Bournemouth,FWD,5.0,,,,
Chris Mepham,Aston Villa,True,24,14,Bournemouth,DEF,1.0,,,,
Dango Ouattara,Aston Villa,True,24,14,Bournemouth,MID,1.0,,,,
David Brooks,Aston Villa,True,24,14,Bournemouth,MID,0.0,,,,
Hamed Traorè,Aston Villa,True,24,14,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Aston Villa,True,24,14,Bournemouth,DEF,1.0,,,,
Jaidon Anthony,Aston Villa,True,24,14,Bournemouth,MID,0.0,,,,
James Hill,Aston Villa,True,24,14,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Aston Villa,True,24,14,Bournemouth,MID,1.0,,,,
Lewis Cook,Aston Villa,True,24,14,Bournemouth,MID,2.0,,,,
Luis Sinisterra,Aston Villa,True,24,14,Bournemouth,MID,1.0,,,,
Marcos Senesi,Aston Villa,True,24,14,Bournemouth,DEF,0.0,,,,
Marcus Tavernier,Aston Villa,True,24,14,Bournemouth,MID,2.0,,,,
Mark Travers,Aston Villa,True,24,14,Bournemouth,GK,0.0,,,,
Max Aarons,Aston Villa,True,24,14,Bournemouth,DEF,0.0,,,,
Milos Kerkez,Aston Villa,True,24,14,Bournemouth,DEF,5.0,,,,
Norberto Murara Neto,Aston Villa,True,24,14,Bournemouth,GK,1.0,,,,
Philip Billing,Aston Villa,True,24,14,Bournemouth,MID,1.0,,,,
Ryan Christie,Aston Villa,True,24,14,Bournemouth,MID,7.0,,,,
Tyler Adams,Aston Villa,True,24,14,Bournemouth,MID,0.0,,,,
Adam Smith,Crystal Palace,False,24,15,Bournemouth,DEF,6.0,,,,
Alex Scott,Crystal Palace,False,24,15,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Crystal Palace,False,24,15,Bournemouth,FWD,2.0,,,,
Chris Mepham,Crystal Palace,False,24,15,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Crystal Palace,False,24,15,Bournemouth,MID,0.0,,,,
David Brooks,Crystal Palace,False,24,15,Bournemouth,MID,0.0,,,,
Hamed Traorè,Crystal Palace,False,24,15,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Crystal Palace,False,24,15,Bournemouth,DEF,5.0,,,,
Jaidon Anthony,Crystal Palace,False,24,15,Bournemouth,MID,0.0,,,,
James Hill,Crystal Palace,False,24,15,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Crystal Palace,False,24,15,Bournemouth,MID,3.0,,,,
Lewis Cook,Crystal Palace,False,24,15,Bournemouth,MID,3.0,,,,
Luis Sinisterra,Crystal Palace,False,24,15,Bournemouth,MID,6.0,,,,
Marcos Senesi,Crystal Palace,False,24,15,Bournemouth,DEF,14.0,,,,
Marcus Tavernier,Crystal Palace,False,24,15,Bournemouth,MID,1.0,,,,
Mark Travers,Crystal Palace,False,24,15,Bournemouth,GK,0.0,,,,
Max Aarons,Crystal Palace,False,24,15,Bournemouth,DEF,0.0,,,,
Milos Kerkez,Crystal Palace,False,24,15,Bournemouth,DEF,6.0,,,,
Norberto Murara Neto,Crystal Palace,False,24,15,Bournemouth,GK,8.0,,,,
Philip Billing,Crystal Palace,False,24,15,Bournemouth,MID,4.0,,,,
Ryan Christie,Crystal Palace,False,24,15,Bournemouth,MID,3.0,,,,
Tyler Adams,Crystal Palace,False,24,15,Bournemouth,MID,0.0,,,,
Adam Smith,Manchester Utd,False,24,16,Bournemouth,DEF,6.0,,,,
Alex Scott,Manchester Utd,False,24,16,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Manchester Utd,False,24,16,Bournemouth,FWD,1.0,,,,
Chris Mepham,Manchester Utd,False,24,16,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Manchester Utd,False,24,16,Bournemouth,MID,1.0,,,,
David Brooks,Manchester Utd,False,24,16,Bournemouth,MID,0.0,,,,
Hamed Traorè,Manchester Utd,False,24,16,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Manchester Utd,False,24,16,Bournemouth,DEF,6.0,,,,
Jaidon Anthony,Manchester Utd,False,24,16,Bournemouth,MID,0.0,,,,
James Hill,Manchester Utd,False,24,16,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Manchester Utd,False,24,16,Bournemouth,MID,3.0,,,,
Lewis Cook,Manchester Utd,False,24,16,Bournemouth,MID,8.0,,,,
Luis Sinisterra,Manchester Utd,False,24,16,Bournemouth,MID,1.0,,,,
Marcos Senesi,Manchester Utd,False,24,16,Bournemouth,DEF,15.0,,,,
Marcus Tavernier,Manchester Utd,False,24,16,Bournemouth,MID,9.0,,,,
Mark Travers,Manchester Utd,False,24,16,Bournemouth,GK,0.0,,,,
Max Aarons,Manchester Utd,False,24,16,Bournemouth,DEF,0.0,,,,
Milos Kerkez,Manchester Utd,False,24,16,Bournemouth,DEF,6.0,,,,
Norberto Murara Neto,Manchester Utd,False,24,16,Bournemouth,GK,7.0,,,,
Philip Billing,Manchester Utd,False,24,16,Bournemouth,MID,6.0,,,,
Ryan Christie,Manchester Utd,False,24,16,Bournemouth,MID,3.0,,,,
Tyler Adams,Manchester Utd,False,24,16,Bournemouth,MID,0.0,,,,
Adam Smith,Nottingham,False,24,18,Bournemouth,DEF,4.0,,,,
Alex Scott,Nottingham,False,24,18,Bournemouth,MID,0.0,,,,
Antoine Semenyo,Nottingham,False,24,18,Bournemouth,FWD,1.0,,,,
Chris Mepham,Nottingham,False,24,18,Bournemouth,DEF,0.0,,,,
Dango Ouattara,Nottingham,False,24,18,Bournemouth,MID,2.0,,,,
David Brooks,Nottingham,False,24,18,Bournemouth,MID,1.0,,,,
Hamed Traorè,Nottingham,False,24,18,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,Nottingham,False,24,18,Bournemouth,DEF,1.0,,,,
Jaidon Anthony,Nottingham,False,24,18,Bournemouth,MID,0.0,,,,
James Hill,Nottingham,False,24,18,Bournemouth,DEF,0.0,,,,
Justin Kluivert,Nottingham,False,24,18,Bournemouth,MID,0.0,,,,
Lewis Cook,Nottingham,False,24,18,Bournemouth,MID,1.0,,,,
Luis Sinisterra,Nottingham,False,24,18,Bournemouth,MID,1.0,,,,
Marcos Senesi,Nottingham,False,24,18,Bournemouth,DEF,5.0,,,,
Marcus Tavernier,Nottingham,False,24,18,Bournemouth,MID,2.0,,,,
Mark Travers,Nottingham,False,24,18,Bournemouth,GK,0.0,,,,
Max Aarons,Nottingham,False,24,18,Bournemouth,DEF,0.0,,,,
Milos Kerkez,Nottingham,False,24,18,Bournemouth,DEF,0.0,,,,
Norberto Murara Neto,Nottingham,False,24,18,Bournemouth,GK,1.0,,,,
Philip Billing,Nottingham,False,24,18,Bournemouth,MID,5.0,,,,
