name,opponent_team_name,is_home,season,gameweek,team_name,position,y,y_Naive,y_LGBMRegressor_no_exog,y_LGBMRegressor_with_exog,y_LSTMWithReLU
Viljami Sinisalo,Brighton,False,24,36,Aston Villa,GK,0.0,,,,
Youri Tielemans,Brighton,False,24,36,Aston Villa,MID,0.0,,,,
Boubacar Kamara,Liverpool,True,24,37,Aston Villa,MID,0.0,,,,
Diego Carlos Santos Silva,Liverpool,True,24,37,Aston Villa,DEF,1.0,,,,
Emiliano Buendía Stati,Liverpool,True,24,37,Aston Villa,MID,0.0,,,,
Emiliano Martínez Romero,Liverpool,True,24,37,Aston Villa,GK,0.0,,,,
Ezri Konsa Ngoyo,Liverpool,True,24,37,Aston Villa,DEF,1.0,,,,
Filip Marschall,Liverpool,True,24,37,Aston Villa,GK,0.0,,,,
Jacob Ramsey,Liverpool,True,24,37,Aston Villa,MID,0.0,,,,
Jhon Durán,Liverpool,True,24,37,Aston Villa,FWD,12.0,,,,
Joe Gauci,Liverpool,True,24,37,Aston Villa,GK,0.0,,,,
John McGinn,Liverpool,True,24,37,Aston Villa,MID,1.0,,,,
Kaine Kesler-Hayden,Liverpool,True,24,37,Aston Villa,DEF,0.0,,,,
Kortney Hause,Liverpool,True,24,37,Aston Villa,DEF,0.0,,,,
Leander Dendoncker,Liverpool,True,24,37,Aston Villa,MID,0.0,,,,
Leon Bailey,Liverpool,True,24,37,Aston Villa,MID,2.0,,,,
Lucas Digne,Liverpool,True,24,37,Aston Villa,DEF,1.0,,,,
Matty Cash,Liverpool,True,24,37,Aston Villa,DEF,0.0,,,,
Morgan Rogers,Liverpool,True,24,37,Aston Villa,MID,0.0,,,,
Moussa Diaby,Liverpool,True,24,37,Aston Villa,MID,5.0,,,,
Ollie Watkins,Liverpool,True,24,37,Aston Villa,FWD,5.0,,,,
Pau Torres,Liverpool,True,24,37,Aston Villa,DEF,1.0,,,,
Robin Olsen,Liverpool,True,24,37,Aston Villa,GK,0.0,,,,
Tyrone Mings,Liverpool,True,24,37,Aston Villa,DEF,0.0,,,,
Viljami Sinisalo,Liverpool,True,24,37,Aston Villa,GK,0.0,,,,
Youri Tielemans,Liverpool,True,24,37,Aston Villa,MID,8.0,,,,
Boubacar Kamara,Crystal Palace,False,24,38,Aston Villa,MID,0.0,,,,
Diego Carlos Santos Silva,Crystal Palace,False,24,38,Aston Villa,DEF,0.0,,,,
Emiliano Buendía Stati,Crystal Palace,False,24,38,Aston Villa,MID,0.0,,,,
Emiliano Martínez Romero,Crystal Palace,False,24,38,Aston Villa,GK,0.0,,,,
Ezri Konsa Ngoyo,Crystal Palace,False,24,38,Aston Villa,DEF,0.0,,,,
Filip Marschall,Crystal Palace,False,24,38,Aston Villa,GK,0.0,,,,
Jacob Ramsey,Crystal Palace,False,24,38,Aston Villa,MID,0.0,,,,
Jhon Durán,Crystal Palace,False,24,38,Aston Villa,FWD,2.0,,,,
Joe Gauci,Crystal Palace,False,24,38,Aston Villa,GK,0.0,,,,
John McGinn,Crystal Palace,False,24,38,Aston Villa,MID,1.0,,,,
Kaine Kesler-Hayden,Crystal Palace,False,24,38,Aston Villa,DEF,1.0,,,,
Kortney Hause,Crystal Palace,False,24,38,Aston Villa,DEF,0.0,,,,
Leander Dendoncker,Crystal Palace,False,24,38,Aston Villa,MID,0.0,,,,
Leon Bailey,Crystal Palace,False,24,38,Aston Villa,MID,0.0,,,,
Lucas Digne,Crystal Palace,False,24,38,Aston Villa,DEF,-1.0,,,,
Matty Cash,Crystal Palace,False,24,38,Aston Villa,DEF,0.0,,,,
Morgan Rogers,Crystal Palace,False,24,38,Aston Villa,MID,0.0,,,,
Moussa Diaby,Crystal Palace,False,24,38,Aston Villa,MID,2.0,,,,
Ollie Watkins,Crystal Palace,False,24,38,Aston Villa,FWD,2.0,,,,
Pau Torres,Crystal Palace,False,24,38,Aston Villa,DEF,0.0,,,,
Robin Olsen,Crystal Palace,False,24,38,Aston Villa,GK,1.0,,,,
Tyrone Mings,Crystal Palace,False,24,38,Aston Villa,DEF,0.0,,,,
Viljami Sinisalo,Crystal Palace,False,24,38,Aston Villa,GK,0.0,,,,
Youri Tielemans,Crystal Palace,False,24,38,Aston Villa,MID,0.0,,,,
Amadou Onana,West Ham,False,25,1,Aston Villa,MID,10.0,,,,
Boubacar Kamara,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Diego Carlos Santos Silva,West Ham,False,25,1,Aston Villa,DEF,0.0,,,,
Emiliano Buendía Stati,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Emiliano Martínez Romero,West Ham,False,25,1,Aston Villa,GK,3.0,,,,
Enzo Barrenechea,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Ezri Konsa Ngoyo,West Ham,False,25,1,Aston Villa,DEF,2.0,,,,
Filip Marschall,West Ham,False,25,1,Aston Villa,GK,0.0,,,,
Ian Maatsen,West Ham,False,25,1,Aston Villa,DEF,1.0,,,,
Jacob Ramsey,West Ham,False,25,1,Aston Villa,MID,4.0,,,,
Jaden Philogene,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Jhon Durán,West Ham,False,25,1,Aston Villa,FWD,6.0,,,,
Joe Gauci,West Ham,False,25,1,Aston Villa,GK,0.0,,,,
John McGinn,West Ham,False,25,1,Aston Villa,MID,2.0,,,,
Kaine Kesler-Hayden,West Ham,False,25,1,Aston Villa,DEF,0.0,,,,
Kortney Hause,West Ham,False,25,1,Aston Villa,DEF,0.0,,,,
Kosta Nedeljković,West Ham,False,25,1,Aston Villa,DEF,1.0,,,,
Lamare Bogarde,West Ham,False,25,1,Aston Villa,DEF,0.0,,,,
Leander Dendoncker,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Leon Bailey,West Ham,False,25,1,Aston Villa,MID,1.0,,,,
Lewis Dobbin,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Lino da Cruz Sousa,West Ham,False,25,1,Aston Villa,DEF,0.0,,,,
Lucas Digne,West Ham,False,25,1,Aston Villa,DEF,2.0,,,,
Matty Cash,West Ham,False,25,1,Aston Villa,DEF,2.0,,,,
Morgan Rogers,West Ham,False,25,1,Aston Villa,MID,2.0,,,,
Moussa Diaby,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Ollie Watkins,West Ham,False,25,1,Aston Villa,FWD,2.0,,,,
Pau Torres,West Ham,False,25,1,Aston Villa,DEF,2.0,,,,
Robin Olsen,West Ham,False,25,1,Aston Villa,GK,0.0,,,,
Ross Barkley,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Samuel Iling-Junior,West Ham,False,25,1,Aston Villa,MID,0.0,,,,
Tyrone Mings,West Ham,False,25,1,Aston Villa,DEF,0.0,,,,
Viljami Sinisalo,West Ham,False,25,1,Aston Villa,GK,0.0,,,,
Youri Tielemans,West Ham,False,25,1,Aston Villa,MID,7.0,,,,
Álex Moreno Lopera,West Ham,False,25,1,Aston Villa,DEF,0.0,,,,
Amadou Onana,Arsenal,True,25,2,Aston Villa,MID,,10.0,1.6345686001587794,2.7091439578338345,10.0
Boubacar Kamara,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.21731323374934014,0.1999905758222853,1.0
Diego Carlos Santos Silva,Arsenal,True,25,2,Aston Villa,DEF,,0.0,1.0253927928200988,0.8842090235600838,1.0
Emiliano Buendía Stati,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.08631156085806524,0.08072787022975447,0.0
Emiliano Martínez Romero,Arsenal,True,25,2,Aston Villa,GK,,3.0,2.6068754603915187,2.7573473973810807,2.0
Enzo Barrenechea,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.08631156085806524,0.9296972956243886,0.0
Ezri Konsa Ngoyo,Arsenal,True,25,2,Aston Villa,DEF,,2.0,2.5340484895955733,2.7853501851527724,1.0
Filip Marschall,Arsenal,True,25,2,Aston Villa,GK,,0.0,0.08631156085806524,0.08548418330535391,0.0
Ian Maatsen,Arsenal,True,25,2,Aston Villa,DEF,,1.0,0.24703097602976537,1.5347212614728452,1.0
Jacob Ramsey,Arsenal,True,25,2,Aston Villa,MID,,4.0,1.923141242863832,2.343852669402236,0.0
Jaden Philogene,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.08631156085806524,0.9296972956243886,0.0
Jhon Durán,Arsenal,True,25,2,Aston Villa,FWD,,6.0,2.741300317729823,3.8420193008166037,1.0
Joe Gauci,Arsenal,True,25,2,Aston Villa,GK,,0.0,0.08631156085806524,0.08548418330535391,0.0
John McGinn,Arsenal,True,25,2,Aston Villa,MID,,2.0,2.7225042196010483,3.2639557267123944,2.0
Kaine Kesler-Hayden,Arsenal,True,25,2,Aston Villa,DEF,,0.0,0.5508462291204763,0.5881665423737372,0.0
Kortney Hause,Arsenal,True,25,2,Aston Villa,DEF,,0.0,0.08631156085806524,0.08548418330535391,0.0
Kosta Nedeljković,Arsenal,True,25,2,Aston Villa,DEF,,1.0,0.24703097602976537,1.5347212614728452,1.0
Lamare Bogarde,Arsenal,True,25,2,Aston Villa,DEF,,0.0,0.08631156085806524,0.8571238028064823,0.0
Leander Dendoncker,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.36883534656089484,0.20609237597411126,0.0
Leon Bailey,Arsenal,True,25,2,Aston Villa,MID,,1.0,2.4840619105255928,2.8879511835819964,3.0
Lewis Dobbin,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.08631156085806524,0.9296972956243886,0.0
Lino da Cruz Sousa,Arsenal,True,25,2,Aston Villa,DEF,,0.0,0.08631156085806524,0.8571238028064823,0.0
Lucas Digne,Arsenal,True,25,2,Aston Villa,DEF,,2.0,3.2044006254893773,3.069490677100547,1.0
Matty Cash,Arsenal,True,25,2,Aston Villa,DEF,,2.0,2.128234776004313,2.336462753234396,1.0
Morgan Rogers,Arsenal,True,25,2,Aston Villa,MID,,2.0,2.696227373542421,3.250860207042608,1.0
Moussa Diaby,Arsenal,True,25,2,Aston Villa,MID,,0.0,1.214135989261319,1.5665884040550213,2.0
Ollie Watkins,Arsenal,True,25,2,Aston Villa,FWD,,2.0,3.4640255790360137,4.101448535731528,5.0
Pau Torres,Arsenal,True,25,2,Aston Villa,DEF,,2.0,2.7985811529490885,3.1328369026729557,2.0
Robin Olsen,Arsenal,True,25,2,Aston Villa,GK,,0.0,1.4474638095996017,1.5865850766150715,0.0
Ross Barkley,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.08631156085806524,0.9296972956243886,0.0
Samuel Iling-Junior,Arsenal,True,25,2,Aston Villa,MID,,0.0,0.08631156085806524,0.9296972956243886,0.0
Tyrone Mings,Arsenal,True,25,2,Aston Villa,DEF,,0.0,0.08631156085806524,0.08548418330535391,0.0
Viljami Sinisalo,Arsenal,True,25,2,Aston Villa,GK,,0.0,0.08631156085806524,0.08548418330535391,0.0
Youri Tielemans,Arsenal,True,25,2,Aston Villa,MID,,7.0,2.382659771623396,3.7710724334265144,1.0
Álex Moreno Lopera,Arsenal,True,25,2,Aston Villa,DEF,,0.0,0.08631156085806524,0.8571238028064823,0.0
Amadou Onana,Leicester,False,25,3,Aston Villa,MID,,10.0,1.5103952459080219,1.9087100916587345,10.0
Boubacar Kamara,Leicester,False,25,3,Aston Villa,MID,,0.0,0.5523912462097835,0.610696165019939,1.0
Diego Carlos Santos Silva,Leicester,False,25,3,Aston Villa,DEF,,0.0,1.319415153172123,1.5281009564129722,1.0
Emiliano Buendía Stati,Leicester,False,25,3,Aston Villa,MID,,0.0,0.34038712178574876,0.4274952165286125,0.0
Emiliano Martínez Romero,Leicester,False,25,3,Aston Villa,GK,,3.0,2.576481615683851,2.9878115337722604,2.0
Enzo Barrenechea,Leicester,False,25,3,Aston Villa,MID,,0.0,0.24703097602976537,0.5668834707454836,0.0
Ezri Konsa Ngoyo,Leicester,False,25,3,Aston Villa,DEF,,2.0,2.630133283596049,2.877878014313737,1.0
Filip Marschall,Leicester,False,25,3,Aston Villa,GK,,0.0,0.34038712178574876,0.5153138233433391,0.0
Ian Maatsen,Leicester,False,25,3,Aston Villa,DEF,,1.0,0.39188828147966165,0.7418603090461511,1.0
Jacob Ramsey,Leicester,False,25,3,Aston Villa,MID,,4.0,2.5668177521777515,2.1459964603528374,0.0
Jaden Philogene,Leicester,False,25,3,Aston Villa,MID,,0.0,0.24703097602976537,0.5668834707454836,0.0
Jhon Durán,Leicester,False,25,3,Aston Villa,FWD,,6.0,3.063792796236823,3.3431454174879023,1.0
Joe Gauci,Leicester,False,25,3,Aston Villa,GK,,0.0,0.34038712178574876,0.5153138233433391,0.0
John McGinn,Leicester,False,25,3,Aston Villa,MID,,2.0,2.9815777085810597,2.78006182144369,2.0
Kaine Kesler-Hayden,Leicester,False,25,3,Aston Villa,DEF,,0.0,0.7325962430834709,0.7966774995368998,0.0
Kortney Hause,Leicester,False,25,3,Aston Villa,DEF,,0.0,0.34038712178574876,0.4322515296042119,0.0
Kosta Nedeljković,Leicester,False,25,3,Aston Villa,DEF,,1.0,0.39188828147966165,0.7418603090461511,1.0
Lamare Bogarde,Leicester,False,25,3,Aston Villa,DEF,,0.0,0.24703097602976537,0.571639783821083,0.0
Leander Dendoncker,Leicester,False,25,3,Aston Villa,MID,,0.0,0.7978505912357481,0.7510386955988804,0.0
Leon Bailey,Leicester,False,25,3,Aston Villa,MID,,1.0,3.040598953650919,3.558591520158628,3.0
Lewis Dobbin,Leicester,False,25,3,Aston Villa,MID,,0.0,0.24703097602976537,0.5668834707454836,0.0
Lino da Cruz Sousa,Leicester,False,25,3,Aston Villa,DEF,,0.0,0.24703097602976537,0.571639783821083,0.0
Lucas Digne,Leicester,False,25,3,Aston Villa,DEF,,2.0,2.584706363177511,2.4995650465118135,1.0
Matty Cash,Leicester,False,25,3,Aston Villa,DEF,,2.0,1.7441843725684607,2.7697113755728044,1.0
Morgan Rogers,Leicester,False,25,3,Aston Villa,MID,,2.0,3.1721209390498766,3.035266533046482,1.0
Moussa Diaby,Leicester,False,25,3,Aston Villa,MID,,0.0,2.525839147139911,2.899843156550534,2.0
Ollie Watkins,Leicester,False,25,3,Aston Villa,FWD,,2.0,5.5791263066961925,5.823930848286665,5.0
Pau Torres,Leicester,False,25,3,Aston Villa,DEF,,2.0,2.6614854550740903,2.4995650465118135,2.0
Robin Olsen,Leicester,False,25,3,Aston Villa,GK,,0.0,1.6988604488219723,1.901660085254205,0.0
Ross Barkley,Leicester,False,25,3,Aston Villa,MID,,0.0,0.24703097602976537,0.5668834707454836,0.0
Samuel Iling-Junior,Leicester,False,25,3,Aston Villa,MID,,0.0,0.24703097602976537,0.5668834707454836,0.0
Tyrone Mings,Leicester,False,25,3,Aston Villa,DEF,,0.0,0.34038712178574876,0.4322515296042119,0.0
Viljami Sinisalo,Leicester,False,25,3,Aston Villa,GK,,0.0,0.34038712178574876,0.5153138233433391,0.0
Youri Tielemans,Leicester,False,25,3,Aston Villa,MID,,7.0,3.3411848874955172,3.0881586576883673,1.0
Álex Moreno Lopera,Leicester,False,25,3,Aston Villa,DEF,,0.0,0.24703097602976537,0.571639783821083,0.0
Amadou Onana,Everton,True,25,4,Aston Villa,MID,,10.0,1.0557214502097514,2.042859515949164,10.0
Boubacar Kamara,Everton,True,25,4,Aston Villa,MID,,0.0,0.9704395310611402,1.0930896580676572,1.0
Diego Carlos Santos Silva,Everton,True,25,4,Aston Villa,DEF,,0.0,1.6262746141106492,2.543553695512001,1.0
Emiliano Buendía Stati,Everton,True,25,4,Aston Villa,MID,,0.0,0.758950654678559,0.8310038293823129,0.0
Emiliano Martínez Romero,Everton,True,25,4,Aston Villa,GK,,3.0,2.9161161285792137,2.7938398769372124,2.0
Enzo Barrenechea,Everton,True,25,4,Aston Villa,MID,,0.0,0.24703097602976537,0.5428855679058203,0.0
Ezri Konsa Ngoyo,Everton,True,25,4,Aston Villa,DEF,,2.0,2.67763263529031,3.0825123453601693,1.0
Filip Marschall,Everton,True,25,4,Aston Villa,GK,,0.0,0.758950654678559,0.9579697281237067,0.0
Ian Maatsen,Everton,True,25,4,Aston Villa,DEF,,1.0,0.24703097602976537,0.6412776659141649,1.0
Jacob Ramsey,Everton,True,25,4,Aston Villa,MID,,4.0,2.341350947891745,1.9827586852022578,0.0
Jaden Philogene,Everton,True,25,4,Aston Villa,MID,,0.0,0.24703097602976537,0.5428855679058203,0.0
Jhon Durán,Everton,True,25,4,Aston Villa,FWD,,6.0,3.239310934524724,3.873151739105054,1.0
Joe Gauci,Everton,True,25,4,Aston Villa,GK,,0.0,0.758950654678559,0.9579697281237067,0.0
John McGinn,Everton,True,25,4,Aston Villa,MID,,2.0,2.964555724429354,3.508460546738862,2.0
Kaine Kesler-Hayden,Everton,True,25,4,Aston Villa,DEF,,0.0,0.7063360971437036,0.863990497937951,0.0
Kortney Hause,Everton,True,25,4,Aston Villa,DEF,,0.0,0.758950654678559,0.8749074343845794,0.0
Kosta Nedeljković,Everton,True,25,4,Aston Villa,DEF,,1.0,0.24703097602976537,0.6412776659141649,1.0
Lamare Bogarde,Everton,True,25,4,Aston Villa,DEF,,0.0,0.24703097602976537,0.5416622983567622,0.0
Leander Dendoncker,Everton,True,25,4,Aston Villa,MID,,0.0,1.2806698465934898,1.4463116845340525,0.0
Leon Bailey,Everton,True,25,4,Aston Villa,MID,,1.0,3.574902068715818,3.9214914643693737,3.0
Lewis Dobbin,Everton,True,25,4,Aston Villa,MID,,0.0,0.24703097602976537,0.5428855679058203,0.0
Lino da Cruz Sousa,Everton,True,25,4,Aston Villa,DEF,,0.0,0.24703097602976537,0.5416622983567622,0.0
Lucas Digne,Everton,True,25,4,Aston Villa,DEF,,2.0,2.7079016636682574,2.757685633494363,1.0
Matty Cash,Everton,True,25,4,Aston Villa,DEF,,2.0,1.7842044557923242,2.1066563670663845,1.0
Morgan Rogers,Everton,True,25,4,Aston Villa,MID,,2.0,2.9106978445175598,3.4790932044455998,1.0
Moussa Diaby,Everton,True,25,4,Aston Villa,MID,,0.0,3.124149254797917,3.1782256808980245,2.0
Ollie Watkins,Everton,True,25,4,Aston Villa,FWD,,2.0,6.34692073662315,5.998260559744798,5.0
Pau Torres,Everton,True,25,4,Aston Villa,DEF,,2.0,2.7582288277833853,3.285981686897856,2.0
Robin Olsen,Everton,True,25,4,Aston Villa,GK,,0.0,1.7607910160562992,2.193017856300653,0.0
Ross Barkley,Everton,True,25,4,Aston Villa,MID,,0.0,0.24703097602976537,0.5428855679058203,0.0
Samuel Iling-Junior,Everton,True,25,4,Aston Villa,MID,,0.0,0.24703097602976537,0.5428855679058203,0.0
Tyrone Mings,Everton,True,25,4,Aston Villa,DEF,,0.0,0.758950654678559,0.8749074343845794,0.0
Viljami Sinisalo,Everton,True,25,4,Aston Villa,GK,,0.0,0.758950654678559,0.9579697281237067,0.0
Youri Tielemans,Everton,True,25,4,Aston Villa,MID,,7.0,3.027321539165191,3.910755835729907,1.0
Álex Moreno Lopera,Everton,True,25,4,Aston Villa,DEF,,0.0,0.24703097602976537,0.5416622983567622,0.0
Amadou Onana,Wolves,True,25,5,Aston Villa,MID,,10.0,1.372214133924817,1.512613459555911,10.0
Boubacar Kamara,Wolves,True,25,5,Aston Villa,MID,,0.0,1.2213698088774028,1.1432472390395683,1.0
Diego Carlos Santos Silva,Wolves,True,25,5,Aston Villa,DEF,,0.0,1.983092923182311,1.855308524650625,1.0
Emiliano Buendía Stati,Wolves,True,25,5,Aston Villa,MID,,0.0,0.8986611229504988,0.8679434988398603,0.0
Emiliano Martínez Romero,Wolves,True,25,5,Aston Villa,GK,,3.0,2.923002244754411,2.577007867216552,2.0
Enzo Barrenechea,Wolves,True,25,5,Aston Villa,MID,,0.0,0.24703097602976537,0.30186291932197984,0.0
Ezri Konsa Ngoyo,Wolves,True,25,5,Aston Villa,DEF,,2.0,2.8685722164335465,3.0961680454593408,1.0
Filip Marschall,Wolves,True,25,5,Aston Villa,GK,,0.0,0.8986611229504988,1.1244152229405253,0.0
Ian Maatsen,Wolves,True,25,5,Aston Villa,DEF,,1.0,0.24703097602976537,0.34576652432424637,1.0
Jacob Ramsey,Wolves,True,25,5,Aston Villa,MID,,4.0,2.4248959170910083,1.7232576354381963,0.0
Jaden Philogene,Wolves,True,25,5,Aston Villa,MID,,0.0,0.24703097602976537,0.30186291932197984,0.0
Jhon Durán,Wolves,True,25,5,Aston Villa,FWD,,6.0,3.245942742291993,4.416124633012574,1.0
Joe Gauci,Wolves,True,25,5,Aston Villa,GK,,0.0,0.8986611229504988,1.1244152229405253,0.0
John McGinn,Wolves,True,25,5,Aston Villa,MID,,2.0,2.8727448832548803,3.37991785011674,2.0
Kaine Kesler-Hayden,Wolves,True,25,5,Aston Villa,DEF,,0.0,0.7308349152241679,1.1383442092362845,0.0
Kortney Hause,Wolves,True,25,5,Aston Villa,DEF,,0.0,0.8986611229504988,1.0413529292013979,0.0
Kosta Nedeljković,Wolves,True,25,5,Aston Villa,DEF,,1.0,0.24703097602976537,0.34576652432424637,1.0
Lamare Bogarde,Wolves,True,25,5,Aston Villa,DEF,,0.0,0.24703097602976537,0.34576652432424637,0.0
Leander Dendoncker,Wolves,True,25,5,Aston Villa,MID,,0.0,1.3307038845652388,1.6127616319194447,0.0
Leon Bailey,Wolves,True,25,5,Aston Villa,MID,,1.0,3.7203127074135387,3.880320045437196,3.0
Lewis Dobbin,Wolves,True,25,5,Aston Villa,MID,,0.0,0.24703097602976537,0.30186291932197984,0.0
Lino da Cruz Sousa,Wolves,True,25,5,Aston Villa,DEF,,0.0,0.24703097602976537,0.34576652432424637,0.0
Lucas Digne,Wolves,True,25,5,Aston Villa,DEF,,2.0,2.9476859999465903,2.9096941426021425,1.0
Matty Cash,Wolves,True,25,5,Aston Villa,DEF,,2.0,1.9251039619463406,1.9564771340482487,1.0
Morgan Rogers,Wolves,True,25,5,Aston Villa,MID,,2.0,3.220637744810652,3.42420069572986,1.0
Moussa Diaby,Wolves,True,25,5,Aston Villa,MID,,0.0,3.300971371519583,4.06146241477075,2.0
Ollie Watkins,Wolves,True,25,5,Aston Villa,FWD,,2.0,5.034789958184573,4.516019617561982,5.0
Pau Torres,Wolves,True,25,5,Aston Villa,DEF,,2.0,2.332874061381641,3.131077967348095,2.0
Robin Olsen,Wolves,True,25,5,Aston Villa,GK,,0.0,1.6620842321768408,1.8892839243865966,0.0
Ross Barkley,Wolves,True,25,5,Aston Villa,MID,,0.0,0.24703097602976537,0.30186291932197984,0.0
Samuel Iling-Junior,Wolves,True,25,5,Aston Villa,MID,,0.0,0.24703097602976537,0.30186291932197984,0.0
Tyrone Mings,Wolves,True,25,5,Aston Villa,DEF,,0.0,0.8986611229504988,1.0413529292013979,0.0
Viljami Sinisalo,Wolves,True,25,5,Aston Villa,GK,,0.0,0.8986611229504988,1.1244152229405253,0.0
Youri Tielemans,Wolves,True,25,5,Aston Villa,MID,,7.0,3.1476041866010283,3.876664405004,1.0
Álex Moreno Lopera,Wolves,True,25,5,Aston Villa,DEF,,0.0,0.24703097602976537,0.34576652432424637,0.0
Amadou Onana,Ipswich,False,25,6,Aston Villa,MID,,10.0,1.0379796543386544,1.9192729281850711,10.0
Boubacar Kamara,Ipswich,False,25,6,Aston Villa,MID,,0.0,1.7797452216389413,1.4078668542527997,1.0
Diego Carlos Santos Silva,Ipswich,False,25,6,Aston Villa,DEF,,0.0,2.138940216855543,2.108515674327537,1.0
Emiliano Buendía Stati,Ipswich,False,25,6,Aston Villa,MID,,0.0,0.7616571358252122,0.796854608677091,0.0
Emiliano Martínez Romero,Ipswich,False,25,6,Aston Villa,GK,,3.0,2.650807098299264,2.90106991092733,2.0
Enzo Barrenechea,Ipswich,False,25,6,Aston Villa,MID,,0.0,0.24703097602976537,0.31597807987924675,0.0
Ezri Konsa Ngoyo,Ipswich,False,25,6,Aston Villa,DEF,,2.0,2.8736316933165704,2.8779567754556035,1.0
Filip Marschall,Ipswich,False,25,6,Aston Villa,GK,,0.0,0.7616571358252122,1.1367550675999645,0.0
Ian Maatsen,Ipswich,False,25,6,Aston Villa,DEF,,1.0,0.24703097602976537,0.6160755244279378,1.0
Jacob Ramsey,Ipswich,False,25,6,Aston Villa,MID,,4.0,2.335847993537518,1.852195111759056,0.0
Jaden Philogene,Ipswich,False,25,6,Aston Villa,MID,,0.0,0.24703097602976537,0.31597807987924675,0.0
Jhon Durán,Ipswich,False,25,6,Aston Villa,FWD,,6.0,2.889095703680364,3.5924464404814627,1.0
Joe Gauci,Ipswich,False,25,6,Aston Villa,GK,,0.0,0.7616571358252122,0.9833596068299867,0.0
John McGinn,Ipswich,False,25,6,Aston Villa,MID,,2.0,2.962137872185281,2.6985795835234865,2.0
Kaine Kesler-Hayden,Ipswich,False,25,6,Aston Villa,DEF,,0.0,0.9289232294691592,1.8268770651522537,0.0
Kortney Hause,Ipswich,False,25,6,Aston Villa,DEF,,0.0,0.7616571358252122,0.9311167471119616,0.0
Kosta Nedeljković,Ipswich,False,25,6,Aston Villa,DEF,,1.0,0.24703097602976537,0.6160755244279378,1.0
Lamare Bogarde,Ipswich,False,25,6,Aston Villa,DEF,,0.0,0.24703097602976537,0.3207343929548462,0.0
Leander Dendoncker,Ipswich,False,25,6,Aston Villa,MID,,0.0,1.4943023898709555,1.6568773165311037,0.0
Leon Bailey,Ipswich,False,25,6,Aston Villa,MID,,1.0,3.360642052287306,3.663054619476613,3.0
Lewis Dobbin,Ipswich,False,25,6,Aston Villa,MID,,0.0,0.24703097602976537,0.31597807987924675,0.0
Lino da Cruz Sousa,Ipswich,False,25,6,Aston Villa,DEF,,0.0,0.24703097602976537,0.3207343929548462,0.0
Lucas Digne,Ipswich,False,25,6,Aston Villa,DEF,,2.0,2.904148628442132,2.685445327066461,1.0
Matty Cash,Ipswich,False,25,6,Aston Villa,DEF,,2.0,2.016046595099145,2.4851956477819948,1.0
Morgan Rogers,Ipswich,False,25,6,Aston Villa,MID,,2.0,2.8009096888693774,3.016530615353357,1.0
Moussa Diaby,Ipswich,False,25,6,Aston Villa,MID,,0.0,3.5801011610372067,3.4468326728275467,2.0
Ollie Watkins,Ipswich,False,25,6,Aston Villa,FWD,,2.0,4.838279375519606,6.985435470369188,5.0
Pau Torres,Ipswich,False,25,6,Aston Villa,DEF,,2.0,2.794250628364646,2.683148286890396,2.0
Robin Olsen,Ipswich,False,25,6,Aston Villa,GK,,0.0,1.6620842321768408,2.0333452297256556,0.0
Ross Barkley,Ipswich,False,25,6,Aston Villa,MID,,0.0,0.24703097602976537,0.31597807987924675,0.0
Samuel Iling-Junior,Ipswich,False,25,6,Aston Villa,MID,,0.0,0.24703097602976537,0.31597807987924675,0.0
Tyrone Mings,Ipswich,False,25,6,Aston Villa,DEF,,0.0,0.7616571358252122,0.9311167471119616,0.0
Viljami Sinisalo,Ipswich,False,25,6,Aston Villa,GK,,0.0,0.7616571358252122,1.1367550675999645,0.0
Youri Tielemans,Ipswich,False,25,6,Aston Villa,MID,,7.0,2.874748175630886,3.4455239441211365,1.0
Álex Moreno Lopera,Ipswich,False,25,6,Aston Villa,DEF,,0.0,0.24703097602976537,0.3207343929548462,0.0
Adam Smith,West Ham,True,24,1,Bournemouth,DEF,0.0,,,,
Alex Scott,West Ham,True,24,1,Bournemouth,MID,0.0,,,,
Antoine Semenyo,West Ham,True,24,1,Bournemouth,FWD,4.0,,,,
Chris Mepham,West Ham,True,24,1,Bournemouth,DEF,0.0,,,,
Dango Ouattara,West Ham,True,24,1,Bournemouth,MID,0.0,,,,
David Brooks,West Ham,True,24,1,Bournemouth,MID,2.0,,,,
Hamed Traorè,West Ham,True,24,1,Bournemouth,MID,0.0,,,,
Illia Zabarnyi,West Ham,True,24,1,Bournemouth,DEF,2.0,,,,
Jaidon Anthony,West Ham,True,24,1,Bournemouth,MID,1.0,,,,
